# Ping Weekly Archive -- 2026-W38

| Session Date | Ticker | Type | Bars | Decisions |
|---|---|---|---|---|
| 2026-09-14 | ABT | candidate | 272 | 0 |
| 2026-09-14 | ABT | etf | 30 | 0 |
| 2026-09-14 | AMD | candidate | 277 | 0 |
| 2026-09-14 | AMD | etf | 37 | 0 |
| 2026-09-14 | AMZN | etf | 226 | 0 |
| 2026-09-14 | BRK-B | candidate | 253 | 0 |
| 2026-09-14 | COP | candidate | 272 | 0 |
| 2026-09-14 | COP | etf | 31 | 0 |
| 2026-09-14 | CVX | candidate | 307 | 0 |
| 2026-09-14 | DHR | candidate | 265 | 0 |
| 2026-09-14 | DHR | etf | 28 | 0 |
| 2026-09-14 | DIA | candidate | 295 | 0 |
| 2026-09-14 | GE | candidate | 277 | 0 |
| 2026-09-14 | GE | etf | 69 | 0 |
| 2026-09-14 | GOOGL | candidate | 157 | 0 |
| 2026-09-14 | INTC | candidate | 260 | 0 |
| 2026-09-14 | IWM | candidate | 309 | 0 |
| 2026-09-14 | JNJ | candidate | 94 | 0 |
| 2026-09-14 | JPM | candidate | 258 | 0 |
| 2026-09-14 | JPM | etf | 72 | 0 |
| 2026-09-14 | LLY | candidate | 151 | 0 |
| 2026-09-14 | LRCX | etf | 210 | 0 |
| 2026-09-14 | MPC | candidate | 278 | 0 |
| 2026-09-14 | MPC | etf | 36 | 0 |
| 2026-09-14 | MRK | candidate | 256 | 0 |
| 2026-09-14 | NEM | candidate | 274 | 0 |
| 2026-09-14 | NEM | etf | 61 | 0 |
| 2026-09-14 | NVDA | candidate | 280 | 0 |
| 2026-09-14 | NVDA | etf | 38 | 0 |
| 2026-09-14 | PG | candidate | 252 | 0 |
| 2026-09-14 | PLTR | candidate | 279 | 0 |
| 2026-09-14 | PLTR | etf | 228 | 0 |
| 2026-09-14 | PSX | candidate | 268 | 0 |
| 2026-09-14 | PSX | etf | 32 | 0 |
| 2026-09-14 | QQQ | candidate | 309 | 0 |
| 2026-09-14 | SLB | candidate | 257 | 0 |
| 2026-09-14 | SLB | etf | 39 | 0 |
| 2026-09-14 | SMCI | candidate | 279 | 0 |
| 2026-09-14 | SMCI | etf | 202 | 0 |
| 2026-09-14 | SPY | candidate | 281 | 0 |
| 2026-09-14 | SPY | etf | 173 | 0 |
